trigger,device_type,device_id,description,timestamp_ms,timestamp_iso,timestamp_excel,batteryDefect,batteryLevel,batteryLow,batteryVoltage,deviceVersion,doorStatus,lqi,manufacturer,model,ppc.charging,rssi,tamper,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574098628791,2019-11-18T17:37:08.791Z,11/18/2019 17:37:08,0,100,0,2.7,13.26.01,0,108,greenpeak,gpd,0,-73,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574099528876,2019-11-18T17:52:08.876Z,11/18/2019 17:52:08,0,100,0,2.7,13.26.01,0,108,greenpeak,gpd,0,-73,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574100428716,2019-11-18T18:07:08.716Z,11/18/2019 18:07:08,0,100,0,2.7,13.26.01,0,104,greenpeak,gpd,0,-73,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574101328744,2019-11-18T18:22:08.744Z,11/18/2019 18:22:08,0,100,0,2.7,13.26.01,0,112,greenpeak,gpd,0,-72,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574102228817,2019-11-18T18:37:08.817Z,11/18/2019 18:37:08,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574103108832,2019-11-18T18:51:48.832Z,11/18/2019 18:51:48,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574103128582,2019-11-18T18:52:08.582Z,11/18/2019 18:52:08,0,100,0,2.7,13.26.01,0,108,greenpeak,gpd,0,-73,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574104028692,2019-11-18T19:07:08.692Z,11/18/2019 19:07:08,0,100,0,2.7,13.26.01,0,104,greenpeak,gpd,0,-73,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574104928756,2019-11-18T19:22:08.756Z,11/18/2019 19:22:08,0,100,0,2.7,13.26.01,0,80,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574105828651,2019-11-18T19:37:08.651Z,11/18/2019 19:37:08,0,100,0,2.7,13.26.01,0,88,greenpeak,gpd,0,-76,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574107628630,2019-11-18T20:07:08.630Z,11/18/2019 20:07:08,0,100,0,2.7,13.26.01,0,88,greenpeak,gpd,0,-76,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574108528653,2019-11-18T20:22:08.653Z,11/18/2019 20:22:08,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574109428735,2019-11-18T20:37:08.735Z,11/18/2019 20:37:08,0,100,0,2.7,13.26.01,0,72,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574110328517,2019-11-18T20:52:08.517Z,11/18/2019 20:52:08,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574111228656,2019-11-18T21:07:08.656Z,11/18/2019 21:07:08,0,100,0,2.7,13.26.01,0,72,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574112128682,2019-11-18T21:22:08.682Z,11/18/2019 21:22:08,0,100,0,2.7,13.26.01,0,68,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574113928483,2019-11-18T21:52:08.483Z,11/18/2019 21:52:08,0,100,0,2.7,13.26.01,0,68,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574114828580,2019-11-18T22:07:08.580Z,11/18/2019 22:07:08,0,100,0,2.7,13.26.01,0,120,greenpeak,gpd,0,-71,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574115728512,2019-11-18T22:22:08.512Z,11/18/2019 22:22:08,0,100,0,2.7,13.26.01,0,64,greenpeak,gpd,0,-80,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574116628435,2019-11-18T22:37:08.435Z,11/18/2019 22:37:08,0,100,0,2.7,13.26.01,0,128,greenpeak,gpd,0,-69,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574117528471,2019-11-18T22:52:08.471Z,11/18/2019 22:52:08,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574118428482,2019-11-18T23:07:08.482Z,11/18/2019 23:07:08,0,100,0,2.7,13.26.01,0,88,greenpeak,gpd,0,-76,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574119328531,2019-11-18T23:22:08.531Z,11/18/2019 23:22:08,0,100,0,2.7,13.26.01,0,68,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574120228476,2019-11-18T23:37:08.476Z,11/18/2019 23:37:08,0,100,0,2.7,13.26.01,0,72,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574121128360,2019-11-18T23:52:08.360Z,11/18/2019 23:52:08,0,100,0,2.7,13.26.01,0,72,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574122028340,2019-11-19T00:07:08.340Z,11/19/2019 00:07:08,0,100,0,2.7,13.26.01,0,92,greenpeak,gpd,0,-75,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574122928481,2019-11-19T00:22:08.481Z,11/19/2019 00:22:08,0,100,0,2.7,13.26.01,0,16,greenpeak,gpd,0,-88,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574123828306,2019-11-19T00:37:08.306Z,11/19/2019 00:37:08,0,100,0,2.7,13.26.01,0,96,greenpeak,gpd,0,-75,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574124708252,2019-11-19T00:51:48.252Z,11/19/2019 00:51:48,0,100,0,2.7,13.26.01,0,64,greenpeak,gpd,0,-80,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574124728225,2019-11-19T00:52:08.225Z,11/19/2019 00:52:08,0,100,0,2.7,13.26.01,0,64,greenpeak,gpd,0,-80,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574125628336,2019-11-19T01:07:08.336Z,11/19/2019 01:07:08,0,100,0,2.7,13.26.01,0,60,greenpeak,gpd,0,-81,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574126528354,2019-11-19T01:22:08.354Z,11/19/2019 01:22:08,0,100,0,2.7,13.26.01,0,56,greenpeak,gpd,0,-81,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574127428376,2019-11-19T01:37:08.376Z,11/19/2019 01:37:08,0,100,0,2.7,13.26.01,0,68,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574128328375,2019-11-19T01:52:08.375Z,11/19/2019 01:52:08,0,100,0,2.7,13.26.01,0,28,greenpeak,gpd,0,-86,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574129228252,2019-11-19T02:07:08.252Z,11/19/2019 02:07:08,0,100,0,2.7,13.26.01,0,76,greenpeak,gpd,0,-78,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574130128261,2019-11-19T02:22:08.261Z,11/19/2019 02:22:08,0,100,0,2.7,13.26.01,0,72,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574131928648,2019-11-19T02:52:08.648Z,11/19/2019 02:52:08,0,100,0,2.7,13.26.01,0,56,greenpeak,gpd,0,-81,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574132828224,2019-11-19T03:07:08.224Z,11/19/2019 03:07:08,0,100,0,2.7,13.26.01,0,68,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574133728191,2019-11-19T03:22:08.191Z,11/19/2019 03:22:08,0,100,0,2.7,13.26.01,0,72,greenpeak,gpd,0,-79,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574135528257,2019-11-19T03:52:08.257Z,11/19/2019 03:52:08,0,100,0,2.7,13.26.01,0,80,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574136428041,2019-11-19T04:07:08.041Z,11/19/2019 04:07:08,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574137328154,2019-11-19T04:22:08.154Z,11/19/2019 04:22:08,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574138228181,2019-11-19T04:37:08.181Z,11/19/2019 04:37:08,0,100,0,2.7,13.26.01,0,88,greenpeak,gpd,0,-76,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574139128199,2019-11-19T04:52:08.199Z,11/19/2019 04:52:08,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574140028120,2019-11-19T05:07:08.120Z,11/19/2019 05:07:08,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574140928102,2019-11-19T05:22:08.102Z,11/19/2019 05:22:08,0,100,0,2.7,13.26.01,0,88,greenpeak,gpd,0,-76,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574142728025,2019-11-19T05:52:08.025Z,11/19/2019 05:52:08,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574144528604,2019-11-19T06:22:08.604Z,11/19/2019 06:22:08,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574145427928,2019-11-19T06:37:07.928Z,11/19/2019 06:37:07,0,100,0,2.7,13.26.01,0,80,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574146327792,2019-11-19T06:52:07.792Z,11/19/2019 06:52:07,0,100,0,2.7,13.26.01,0,84,greenpeak,gpd,0,-77,0,
8,10014,FFFFFFFF006eb692,Entry Sensor Front Door New,1574147227933,2019-11-19T07:07:07.933Z,11/19/2019 07:07:07,0,100,0,2.7,13.26.01,0,88,greenpeak,gpd,0,-76,0,
