trigger,device_type,device_id,description,timestamp_ms,timestamp_iso,timestamp_excel,batteryDefect,batteryLevel,batteryLevelOrig,batteryLow,batteryVoltage,doorStatus,lqi,manufacturer,model,ppc.charging,rssi,tamper,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574115652302,2019-11-18T22:20:52.302Z,11/18/2019 22:20:52,0,10,40,0,2.5,1,56,greenpeak,gpd,0,-81,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574115654790,2019-11-18T22:20:54.790Z,11/18/2019 22:20:54,0,10,40,0,2.5,0,136,greenpeak,gpd,0,-68,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574115754631,2019-11-18T22:22:34.631Z,11/18/2019 22:22:34,0,10,40,0,2.5,0,120,greenpeak,gpd,0,-71,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574116654577,2019-11-18T22:37:34.577Z,11/18/2019 22:37:34,0,10,40,0,2.5,0,120,greenpeak,gpd,0,-71,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574117554552,2019-11-18T22:52:34.552Z,11/18/2019 22:52:34,0,10,40,0,2.5,0,136,greenpeak,gpd,0,-68,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574118454594,2019-11-18T23:07:34.594Z,11/18/2019 23:07:34,0,10,40,0,2.5,0,132,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574119354422,2019-11-18T23:22:34.422Z,11/18/2019 23:22:34,0,10,40,0,2.5,0,136,greenpeak,gpd,0,-68,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574120254437,2019-11-18T23:37:34.437Z,11/18/2019 23:37:34,0,10,40,0,2.5,0,132,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574121154463,2019-11-18T23:52:34.463Z,11/18/2019 23:52:34,0,10,40,0,2.5,0,132,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574122054494,2019-11-19T00:07:34.494Z,11/19/2019 00:07:34,0,10,40,0,2.5,0,140,greenpeak,gpd,0,-67,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574122954367,2019-11-19T00:22:34.367Z,11/19/2019 00:22:34,0,10,40,0,2.5,0,116,greenpeak,gpd,0,-71,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574123854421,2019-11-19T00:37:34.421Z,11/19/2019 00:37:34,0,10,40,0,2.5,0,116,greenpeak,gpd,0,-71,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574124754285,2019-11-19T00:52:34.285Z,11/19/2019 00:52:34,0,10,40,0,2.5,0,124,greenpeak,gpd,0,-70,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574125654221,2019-11-19T01:07:34.221Z,11/19/2019 01:07:34,0,10,40,0,2.5,0,128,greenpeak,gpd,0,-69,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574126554262,2019-11-19T01:22:34.262Z,11/19/2019 01:22:34,0,10,40,0,2.5,0,120,greenpeak,gpd,0,-71,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574127454221,2019-11-19T01:37:34.221Z,11/19/2019 01:37:34,0,10,40,0,2.5,0,136,greenpeak,gpd,0,-68,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574127941865,2019-11-19T01:45:41.865Z,11/19/2019 01:45:41,0,10,40,0,2.5,1,80,greenpeak,gpd,0,-77,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574127945570,2019-11-19T01:45:45.570Z,11/19/2019 01:45:45,0,10,40,0,2.5,0,88,greenpeak,gpd,0,-76,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574128139916,2019-11-19T01:48:59.916Z,11/19/2019 01:48:59,0,10,40,0,2.5,1,88,greenpeak,gpd,0,-76,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574128142400,2019-11-19T01:49:02.400Z,11/19/2019 01:49:02,0,10,40,0,2.5,0,136,greenpeak,gpd,0,-68,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574128354182,2019-11-19T01:52:34.182Z,11/19/2019 01:52:34,0,10,40,0,2.5,0,108,greenpeak,gpd,0,-73,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574129254094,2019-11-19T02:07:34.094Z,11/19/2019 02:07:34,0,10,40,0,2.5,0,108,greenpeak,gpd,0,-73,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574130098889,2019-11-19T02:21:38.889Z,11/19/2019 02:21:38,0,10,40,0,2.5,1,96,greenpeak,gpd,0,-75,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574130103661,2019-11-19T02:21:43.661Z,11/19/2019 02:21:43,0,10,40,0,2.5,0,116,greenpeak,gpd,0,-71,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574130154058,2019-11-19T02:22:34.058Z,11/19/2019 02:22:34,0,10,40,0,2.5,0,104,greenpeak,gpd,0,-73,1,
8,10014,FFFFFFFF00605f7e,Sliding back door,1574130423989,2019-11-19T02:27:03.989Z,11/19/2019 02:27:03,0,10,40,0,2.5,1,112,greenpeak,gpd,0,-72,1,
